title,rating,body
Go for it,5.0,No second thoughts
Just more than ok,4.0,Good sound good display and processingFingerprint and face id averageCamara is not as expected
Worth buying in 10k range,5.0,Best mobile in the range I'm looking for. Although camera is of 48 mega pixel its still ok quality.
Below expectations,3.0,"The quality of phone overall is not good.The worst phone till date I have purchased.Battery is draining quick as compare to 6000MAH,the software is poor,phone hang.etc"
Good phone for low budget,4.0,Phone is little bit heavier.Camera quality is little less than what is expected.
Good,4.0,Overall Good budget Phone. Just little bit heavy.
nice product,3.0,nice product
Okayish,5.0,"This device is perfect for old people or adults who don't play video games on their phone. If you're planning to buy this, go for the 128 GB one."
M12 review,1.0,Camera quality is the major disappointment. Camera quality doesn't even look like 8MP photo.
Camera is really good ❤️ you can by without any doubts,5.0,"The media could not be loaded.
                




   This device is osm , really good camera , and badge phone , Wight bhot ziyada haiWo isliye bcoz bettery bhot badi hai 6000M ah ki"
Worst samsung phone ever. Samsung is going dead,1.0,Camera quality is like 2mpBulky to handleScreen resolution is just 720pixel in era if 4kSamsung is moving on path of Nokia killing its reputation
Best mobile but processor is not thar much good,5.0,Good mobile and processor i good according to its price. It is best for phone calls and regular work and gaming but in this u can't play any game in ultra settings
Good,3.0,Okay to use
It's an ok and good product in this price range,4.0,Good product not to expect too much in this price range but battery is very good
Soumd problem,1.0,Sound is very low in this phone. Ontop the the seller ask you to download some app to resolve but even that doesn't work. It's an scam by seller . They give us Faulty product
Best budget phone,5.0,Using since one monthPhone is goodBattery backup is as advertisedCamera and display is best in segment
Product is in one piece and I am happy with delivery process.  Clean and easy.,5.0,Product is in one piece and I am happy with delivery process.  Clean and easy.Samsung is new NOKIA of current era.
Review,3.0,Weight of phone is too heavy and we cannot add simple gesture as to take screen shot.Overall phone is good but while playing games its not smooth experience.
Go for it,5.0,Great cell phone from MI
Phone performance not up to the mark,1.0,Very slow and keeps on hanging. Not at all happy with the phone performance. Camera quality is also ok ok
"Voice quality not good, normally low",2.0,May be there is issue with this particular piece.Voice volume is normally low- persistent problem.Camera quality  also not good.
Good in quality,5.0,Finger print reader is good.More than 1 day battery life with full use.But quad camera is not good as expected..Over all good product at this range.
Superb,5.0,Superb in one line
Good Battery,5.0,Nice Phone
Good.....budget mobile,4.0,Nice........Not reached upto expected level  {Sound quality is very average}...temper is not provided ..... But very good budget mobile to buy..... Mobile rating ::::::7/10
Bad experience,1.0,Waste phone
Nice,5.0,Good phone
Worth every penny,5.0,Best mobile for 9k price range with samsung branding. Everything is fine and only concern is app icons are looking dull in this display.
Performing is good,4.0,"Battery Performing is good but disply screening is not much better due LCD, this mobile doesn't have LED disply."
Samsung m12,1.0,Wrost product...Bed qualityBed cameraBed touch sensorBed sound qualityBed battery qualityBed softwareBed everythingFully wrost mobile forever this model....
Can go for it.,5.0,Very happy with mobile. Thanks
Good one,4.0,Test it is very handy handset.
Receving Signal Quality is very bad,1.0,"Receving the signal is very bad and even though battery is 6000mah -battery life is 24 hrs only as same as other phones ,phone performance also that much"
Suitable for elderly who needs good battery and bigger display with Samsung's name trust.,4.0,Suitable for elderly who needs good battery and bigger display with Samsung's name trust and for those who doesn't need much performance in their mobile.
"Great phone,",5.0,"Good phone in this price range, no other brand give real picture quality, and other real futures, i am using this last 1 month and i am happy this phone."
Worst phone,1.0,Camera quality very poorVideo calling and sound system also very poorNothing is good as the worth of money.Voice calling time voice also not audible
Not happy with only 2.4ghz wifi support,3.0,Failed to detect Airtel 5ghz wifi net connection. Only detected 2.4ghz. Still works good. Good gift for parents.
Opinion for M12,3.0,Weight of phone is more compare to another samsung phones and camera quality is worst
Super go ahead with confidence it's nice option for this rate,5.0,The phone looks like very good fingerprint reader option is very useful. The battery level not go under 80% for one day use. The camera is so clear and very nice.
Samsung M12 - Average product,3.0,Battery life is Awesome!Fingerprint reader working fine!Camera quality is not so good....don't feel like 48 MP Camera.Overall it's good product.
Slow processor,3.0,The performance of processor is not satisfactory
Big value..,5.0,"Gifted to loved ones.Value for money, samsung phones are one of the best in industry."
"Screen issue, the software doesn't handle a few apps properly",2.0,The camera and processer are just for old age guys.Looks good but in clear cut it's a good phone for old people who need just a phone just for fun.
Samsung m12 mobile,5.0,A very nice mobile
Fantastic thank you,5.0,Everything is good
Twinkle handset,4.0,I like it.
Nice Product,3.0,Little bit disappointed with the product the product display doesn't work sometimes . Battery is superb . But display is not at all good because of Laging Issues.
Side button issue's,1.0,Side button not working I went to samsang service center they made it proper but within a week again gone worst phone buy products offline go visit shops and directly  buy
Fast Battery charging option,3.0,"Look & performance wise good, even camera also good but only problem is that company not provide fast charging.. it is take 3.5 hours to charge battery form 30 % to 100%.."
Processor is very poor,1.0,"Kam budget me samsung kabhi bhi achhi quality ka phone nahi de payega, ye baat Samsung k m12 ne prove kar di hai, touch not working properly and camera quality is poorest."
Overall a good mobile for parents with bit laggy,3.0,It's good for parents and most probably not suitable for students and gamers.Battery life is good.And it is not a pick for those who wants light weight mobile.
Very good product,5.0,I love you samsung
Wastage of momey,1.0,Overall it's wastage of money I suggest not to buy 👎👎👎👎
Superb,4.0,Value 4 money
Super device 10800rs,5.0,Super camera
Nice product,5.0,Very nice awesome product from Samsung in just 9999
Decent secondary phone,3.0,Video quality is a big let off especially if used to super amoled.. I bought as a secondary phone so not disappointed. Good battery and best feature being side mount biometric authentication at 10k.
Low budget don't expect more,4.0,It's a low budget phone with good battery. Camera quality are not upto mark. A good phone with low expectations
Good product,5.0,"Good battery life, good camera, and good to use and it is smooth and user-friendly I like this gadget very much"
Hangs,2.0,"The phone is 3 weeks old and it started hanging. Unfortunately return window is closed. Don't know what to do now. Samsung, pls help me"
Good,5.0,Very Good
Finger print and looking slim,5.0,Overall Good phone except front camera... 👍
8 out of 10 marks.,5.0,"I, m yet to use fingerprint reder. Battry life is excellent. Camera is above average(does not looks like 48 mega pixel)."
Worst mobile by Samsung,1.0,Very bad display quality charging the mobile too slowly waste of money 💰 and time
Good quality,4.0,Good product
its just ok.,3.0,"Bought this for mom, its just ok. camera quality is also not as expected."
Awesome 👌,5.0,Everything is great at this price 8560
Great Product,5.0,Great Product
Unable to hear voice through this mobile,1.0,From the day I have bought this mobile its creating a havoc as I'm unable to hear anything
Good,4.0,Just Good.
Do not buy,1.0,I want my money refundAtfirst the mobile was average but using it has shown specifications and heating issues which should not happen in this budget phone.
Nice budget phone,5.0,"If you consider the cost with features, it's a must buy.. Battery life is very good."
Taking to much time for delivery.,1.0,Booked on 15th of July along with cover but delivery on 30 of July. Cover is not fit for mobile. Due to late delivery retn of  cover window closed. . Very bad experience.
Exellent phone regarding battery life,5.0,"Camera 📷 quality is good but not upto the mark,talk time is exellent,voice clarity is exellent but the ringer volume is low as compared to A50S which o was using earlier"
Worst,1.0,My phone screen not showing anything it's not even  make one months .. When I pres Phone power key  it's vibrating but phone screen not showing anything ..So embarrassing
Camera and display,1.0,Camera is not good 😐.3 fingers screenshot not available.Display and Camera is not better than other company's phone on this price.  Total west of money 💰...
Good performance,4.0,Battery life is superb . But charging takes around 2 to 2.5 hrs . And another disappointing thing is they didn't give c type adapters for this . Picture quality is good .
Good phone for basic usage,5.0,"A good smartphone for basic usage. Not recommended for gaming, camera is above average. Display is ok, I suggest to go with other smartphones if u can increase the budget"
Product is good.,4.0,Fingerprint r side mode not like sum time it's not working. Battery is very good. Camera quality is poor not like that 48 mega pixels and also front camera 8 mega pixels.
Poor sound,4.0,Camera is ok but sound quality is not good.. sometime getting resound and automatically gets corrected...
Received a mobile with motherboard fault!,1.0,"Mobile was not working properly, in two days we came to know it had motherboard issues. Now in service center (for one month)."
Good quality product,4.0,"Very nice phone, so far no issues..  battery is going for 2 days with heavy usage. Good 👍"
Powerfull phone in low budget,5.0,Phone battery 🔋backup is awesome and provide backup of more than 2 daysCamera 📷 clarity is also good 👍in this phone 📱Application performance 👏 is too fast
Mobile Looking very nice,3.0,"Battery backup average, screen display bad,camera quality bad,charging time 4 hrs,mobile look very nice"
No system updates.,4.0,It is excellent phone in the price category. Only thing is that it is missing from system updates list.
Savex technologies private limited gave me the used phone and refused to return or replace,1.0,"Worst phone I ever had. too much hanging problem in it , Amazon didn’t return or replace the item . So I’m using it for calls only. Please don’t buy it"
Good value for money,5.0,"1. Massive battery life.2. Fast3. Premium look4. Others features are good, if not excellent."
Value For monney,5.0,"Reviewing after using it for last 7 days, bought. Nice phone under 15000. Good battery backup. According to its price camera is good. Value for monney."
Good buy,5.0,"All features good, especially camera , value for money"
Good,5.0,Good one
Slow charging and slow at performance,2.0,This phone is very slow when compared to recent launches like Moto G 10 and redmi
"Super duper, worth it, go for it.",5.0,5 Stars to all the components.
Avarage device,3.0,Heating issue while charging and in usage also.Non gamers mobile.Bugs issue
VERY BAD PRODUCTS,1.0,"I have purchased on May month and within 3 months mobile is not charging nowVERY BAD PRODUCTS PRODUCT I  RECIEVED, 2 TIMES I HAVE TO REPAIR THIS PRODUCT, NEVER BUY THIS SAMSUNG PRODUCTS"
Faulty piece,1.0,Got faulty piece after 1month display not working. Very disappointing with purchase this is first product from Amazon that got faulty.😞😞 Want to r eplace fualty piece.
Nil,4.0,Everything except for the mobile data is working fine. In my previous phone internet was working fine and there's no issue with the sim too. Not sure why it's happening.
I liked this  phone.,5.0,Battery  is great.  It lasts considerably fot long . Wi-Fi is stable. I had the issue  of frequent  disconnection of Wi-Fi with S9+ . Great  value for the amount  spent.
Good,4.0,2 draw backs 1 is display quality and 2nd one is there is no wifi dual band only one 2.4GHz this phone having only single 2.4GHz wifi band. Not available 5GHz wifi band.
Great device but camera is not up to mark,4.0,All thing is awesome in this phone but camera quality is not like 48 Mp...I don't know why samsung has done this cheap thing like camera 13 mp but they written 48 Mp....
"Poor camera quantity, fingure print on side not convenient",2.0,"Camera quantity very poor. Rest of is ok. Fingure print scanner is on side power key button, so it is not convenient."
A phone for people who are behind battery performance,4.0,This phone is suitable for people who are using it for just calling and battery performance. The phone is little bit on bulkier side.
Good product from Samsung,3.0,"Worth for money and if you are able to invest little money more go for snapdragon processor mobileI feel a slight lag in touch,"
Good Device.,5.0,Nice device
"Very good, Thanks 😊",5.0,"Very good, Thanks 😊"
Very good phone @ Rs10000,5.0,good one
Budget  phone under 11k,4.0,Finger print reader good 👍Battery life awesome 👌Camera quality  very nice 👌Gaming on this phone not good lag issue
Nice,5.0,Good quality mobile.... Battery backup nice..... Camera also very good.... Stylish looks.... Go for it
Price,5.0,Value for money
Mobile only calling and battery pickup using that's all,1.0,Mobile phone very bad camera performance and display quality bad
Overall good..camera could have been better..,5.0,Overall it's really good..camera could have been better..
Battery lasts long,5.0,"Battery of this phone is very impressive, it lasts very long, and all the other aspects of this phone are pretty decent and overall it worth its cost."
Nice,4.0,Camera quality is ok. Battery is good. Overall Performance is also nice.
Battery not good,2.0,Average phone battery discharging very fast even one day without using internet and phone calls battery discharging very fast. camera average.
ll be back 🙌in the on couple 💑if that would help 🙃😅🙂and the next two days,5.0,Sorry I missed you 😔😞this is my last email to me so 😢and I will make you feel better and I hope that we will have the best 👌💓in our life as we go to a new
nice experience ever,4.0,overall phone is good in this price range.display quality is awesome. battery life performance is also work efficiently.camera quality is average.smooth touch.
"Good Phone, bad delivery",5.0,"Phone if good, everything as expected  Except delivery guy ... no other issues... the delivery was not made on time and the box was half opened when delivered."
Good,5.0,Excellent
Not satisfied with front camera quality,3.0,"Sometimes fingerprints won't be detected by sensor.  And front camera is not good.... it's really very bad, no clarity in clicking selfies..."
Good,3.0,Good 👍
Shipped faulty accessories,1.0,"Received faulty accessories, requested for replacement but not replaced"
superb,5.0,Superb quality 👌 and Superb price rate
Best in its segment,5.0,It nice product and good for fast response
"Wifi is too slow with 4g, no 5GHZ support at all.",2.0,Disappointed buying samsung
Great mobile,4.0,Battery is great but takes a lot of time to charge. Camera is slightly better than average. Durability is quite good and barring a few bugs it's a great option
Speakers  are not  working,1.0,Speakers  problem
M12 always good. But I didn't received earphone along with packing,5.0,Battery life
Battery,1.0,"Battery drainage drastically, disaster performance. Not expected this type of quality."
Samsung Lover,5.0,Very much happy with this Samsung product at this price point
Camera not good enough,3.0,Camera quality is averageBattery performance is very goodFingerprint is not good very slow reading and sometimes don't recognizeNo major hanging issue
Waste of money,1.0,"#Samsung disappointed again M12 totally waste of money, camera quality just like 2MP old java mobile Totally Waste of money, Please return as soon as possible and don't"
Nice and affordable phone,5.0,"Nice phone at this price. Performance is by far very good and the side fingerprint sensor, 6000mah battery and the fast processor are the main highlights of this phone."
Very good phone and thanks Amazon for early delivery of product,5.0,Like the phone in this price segment. It reaches beyond all quality I wanted from Samsung . Very good phone camera quality is to good. Thanks Amazon for early delivery.
Samsung galaxy M12 is the best !,5.0,I liked it's camera and battery performance too much and in this price no one will give you that much awesome performance and one thing is there which is disappointing!
Unhappy with performance,2.0,"Phone looks good 👍 when it come to performance and processor it's very poor, I am using this phone and feel it's working very slow while browsing as I am using postpaid Airtel 4G."
Waste of money,1.0,"Very heavy weight, poor processor, too much slow, only good thing is battery and storage"
Poor camera,1.0,I don’t know why but it’s picture quality is so much poor. I am very disappointed with this feature plz don’t buy this
5G not connecting,4.0,5G not connecting
Value for Money,5.0,Very good performance. Looks are very sharp. Camera quality is good. Android 11 is really good. No worries of battary once fully charged. Fully loaded.Value for money.
Don't buy M12 it's scam,1.0,Waste of money...Phone heats upLags in normal usage.Don't buy M series Phones poor performance phones.
Pretty look with good battary life & voice.,5.0,"All ever is good as price. Storage, another os , screen resolution , side finger print, camera is good but focus lens not available."
3rd class phone,1.0,3rd class phone
Good,5.0,Good one
Good phone with below average camera phone,2.0,"Worst Phone I have ever bought...I will never buy any Samsung phone again....Network issue, Camera is below average, battery is good..performance is below average.."
Worth it,5.0,"At this price, this is one of the best phone."
Audio,4.0,Over all experience is good but for 5* product need to improve  sensor inside device to respond in better.Thanks for reading my feedback.
Good,5.0,Very nice budget phone.
Excellent mobile at reasonable price,5.0,It's a beautiful mobile phone fully loaded with essential apps.
very  very poor quality camra and bed touch dont buy this mobail,1.0,"This mobile is very bad, its camera is not right, our touch is also very bad, buying it means wasting money."
Nice,5.0,Very nice phone
Rough and tough,4.0,"Its an interesting mobike with in mybudget with a reliability from Samsung. Am a rough and tough user,it looks like this phone is made for exclusively for me."
Budget phone,3.0,"Camera is average , battery backup is good , slow charging port,"
Good.,2.0,comparative with other mobile . this mobile network catching is slow. other mobiles are watching YouTube but this mobile can't play YouTube.
EXCELLENT,5.0,EXCELLENT
Display quality is very bad,2.0,Display quality is very bad. Photo clarity is not up to the mark.
Value for money,5.0,"Nice phone, value for money"
Slow process,2.0,Like the battery.. but hangs and too slow
One of the worst phone that I have ever used.,1.0,Amazon has to improve its cutomer support and treat their customers in kind manner. Support people are very rude and pathetic and didn't provide the proper resolution.
Good,5.0,Good for first phone
It is a good phone,5.0,It is a very good mobile for normal usage the battery is good and rear camera is also good but the selfie camera is descent the fingerprint sensor is realy impressive.
Smooth like butter.,5.0,It is so smooth to use and it's been a while since I bought the phone and it works perfectly fine. I would recommend this to others to who want to have a great battery life and camera at average price.
Very good,4.0,Very good
Loud Speaker very Good,5.0,Battery Back Up very Well.
Disappointed,1.0,Display got some backlight issue within two weeks of purchase.Waiting for the service team to get back.
Does not connect to WiFi 5GHz band router,4.0,"It does not show up WiFi 5GHz band router, works on 2.4GHz band only. Camera isn't very sharp. There is no lagging."
Value for Money,4.0,I like this samsung galaxy M12 as it provides too much nice feature in affordable price
Must buy,5.0,Must buy
Not up to the mark phone,3.0,Did not meet expectations & very heavy weight phone compared to other Samsung phones & even the touch sender is not up to the mark.
Good Phone,5.0,Best Phone in this price
Okay product.,5.0,Same as expected.
Best phone under this budget,5.0,Excellent product
Camer is not like 48mp,3.0,Mobile is good as quality wise other then camera rest of everything is fine
🙂,5.0,Thanks
Waste product,1.0,"Waste product. Screeshot, camera, folder see, very difficult. Dont purchase this item. I am trapped. Waste my money"
👍,5.0,Everything perfect
Super,5.0,Samsung  vary nice phone
GOOD BATTERY LIFE,4.0,i LIKE THIS PRODUCT BECAUSE IT IS LIGHT WEIGHT TO USE AND CLASSY BLUE CAN BE USED.ITS BATTERY LIFE IS AWESOME
Phone,5.0,Actually I like the phone and the speedof dilivery also. The phone too good and it is the budget phone also
Overall mediam mobile phone,3.0,Good but hanging many time.  I am not satisfied for processer.
Review,5.0,enjoying using it.
Overall nice,4.0,Go for it
Good ofcourse,5.0,Found as expected..
Value to your money,5.0,Value to your money. Good mobile in this price.
Camera,3.0,Camera quality is averageBattery life is not like 6000mahScreen brightness is not goodOverall average phoneJust spend some more and get better
"Battery,performance",4.0,Battery even though 6000 mAh it is not having a good standby.Good screenGood processorEverything good in 11k but Battery is not meeting expectations
Overall nice,4.0,Ok I'm writing this review after 1month.. overall mobile phone is very nice battery life also better..camera wise quite low but again under 10k Samsung brand its best
Not worth buying,1.0,It's not a good buy. I am not happy with the product. Camera is unlike 48 Megapixels. And the mobile is not that promising as the ad video was shown by manufacturers.
Wonderful,5.0,"It really nice and it's fingerprint sensor is too amazing it detects finger immediately, and battery life is also good and the camera quality is better in this budget"
Worth the money,5.0,One of the best budget phone's with good features. Worth the money. Speaker volume is good 👍
Mobile,5.0,Good.
Over Heating... Worst product,1.0,Worst
Don't waste money to buy this product,1.0,"3 party application doesn't work properly In this mobile set like Amazon , Flipkart , Cricbuzz...Pathetic Experience"
Not satisfied.,2.0,Very much disappointed. Camera quality is not good. Performance is also not satisfied as compared to other samsung phones.
Plz improve camera quality which is not good for Brand like samsung,3.0,Plz improve camera quality which is not good for Brand like samsungBattery gr8Ram performance 6 gb gr8But not good in both cameras in fact it's poor
Worst product,1.0,"Do not buy this phone. From the very first day, there were network issues. And now after 3 months, its charging socket is damaged."
Average,2.0,"Was expecting a lot but quiet disappointed.Camera quality needs to be improved, doesnt look like 48megapixel, battery is ok."
Waste product to buy,2.0,"Overall waste product, nothing I got good that I can say I have got for my money"
"It's very bad handset, it's hv big hanging problem",1.0,Hang hota hi or camera bhi bekar hi.. night vision me capture nhi kar sakte. Or flashpe clear picture nhi aati.. so it's very bad product don't buy
Okish,3.0,Phone is bulky and the camera clarity is not that great.. And it doesn't come with slow mo video also.. Average phone with good battery life... Tnx
Processing & Camera is very poor,3.0,"Average Quality Samsung M12. Camera is not good, Mobile processing very low but Battery is Fine. Samsung name wise not working.  So very low quality mobile."
Good phone,5.0,Very good phone in this budget. Display is good. Excellent camera. Gives good experience in gaming too.Good and fast delivery from Amazon.Thanks
Best price,5.0,Nice mobile
Samsung the Best to BUY,5.0,I Liked the 6000mah battery of this product and I Liked the Display and Design and 4 quad Cameras.Best Buy
GPS not working properly,2.0,This phone GPS not working properly and I have regularly lose money In rides. Service center not repair it
Good value for money in your limited budget.,5.0,"One of the best cameras available in this budget., Combined with best in class battery life."
Okok,3.0,Not worthy
product not processed properly,1.0,display and camera not checked properly ....big issue returned the product  from a brand like samsung...customer unnecessarily wasting time and energy on such issues
More options like redmi note 9 pro are available in same budget,2.0,Front camera image is not clear. Also the phone is so weighted. Can go with better opition like redmi note 9 in same range. Other features are same as other mobiles.
Not good device,2.0,Camera is not good. It doesn't take good pictures . Battery life is awesome .90 hrz refresh rate is just marketing strategy.  I don't personally suggest this device.
Great,5.0,Great
Poor quality product. Camera quality is wrost.,1.0,Poor quality product. Camera quality is wrost.
Ok,4.0,Front camera quality is poor other than that everything is good
Cheap and best for below 10k,4.0,Overall it's good.. low budget ...compare with Chinese phone Samsung is best.
Good,5.0,Good
Good,4.0,Good
Nice,4.0,Nice
Decent as secondary phone,5.0,Bought it for my Nani. She loved it.
Rough and tough,5.0,Good
कैमरा,5.0,"The media could not be loaded.
                




   सैमसंग m12 कैमरा क्वालिटी नहीं है अभी बैटरी बैकअप अच्छा है इसका बहुत अच्छा मोबाइल सिर्फ ओन्ली फोर कैमरा क्वालिटी नहीं है"
Great product,5.0,Using from.last 6onth . Could not find nay issue .battery pack up is dam good .
Good,5.0,Good
Price worthy Mobile,5.0,"Best phone in this price and all specifications are best at this range.Loved the phone, Thank you AMAZON ❤️"
Best,5.0,Best
Best product from samsung.,5.0,"The media could not be loaded.
                




   Best model in samsung. worthy."
value for mo ey,5.0,good
Problem with touch screen.its not working properly.what should i do?,2.0,Problem with touch screen.its not working properly.what should i do?
Good,5.0,Excellent
👍👍,4.0,Best..
Good product,4.0,Fine
good 👍,4.0,can go for it....its good at a great price
Waste,1.0,Very poor quality.dont buy this mobile.
Superb,5.0,Super mobile with the budget
Good,5.0,Good
Wifi network issue,2.0,Very slow while receiving wifi net. Wifi 50MB speed but this mobile buffered.
About headset,4.0,Plz do the needful..headset was not in the box ...in description headset is mentioned but I didn't get headset in my mobile box and that bill also teared..
Nice,4.0,Nice
Nice,4.0,Nice
Average,4.0,Battery life is less than expected..other futures are cool
Good,3.0,Good
Good deal,4.0,"Good product for use for my parents.Had a gr8 deal bought at 6,500 in exchange."
Good,4.0,Good
Screen black out,1.0,Screen blackout with 9 days of purchase.. And if they open the phone in less than 10 days of purchase wonder how long will the phone last
Value for Money,5.0,"It's a good phone, value for money. Good for elderly people who doesn't use that much of apps and phone, bought it for my dad he is happy"
100% failure model,1.0,"PLs dont buy this model , with in a week of time after purchase , there was a sudden noise from the phone, so pls dont go for this model."
Its better than buying a chinese mao phone,1.0,Its better than buying a chinese mao phone but samsung has to work more in fast charging because 15 is not enough to comete other brands.
Nice phone,5.0,Everything is good about phone.The only thing which I didn’t like about the phone is its weight. It is actually very heavy on hand.
Excellent,5.0,Good one excellent
"Pretty look, excellent battery backup, clear camera little heavy in weight. Best phone under 15k",5.0,The mobile's look is quite pretty and The battery backup is very good battery exhaust very slow. Camera is also good. Best phone under 15k with 6GB & 128Gb variant.
Problem,1.0,My mobile power button is disturbing.Till now I am unable to use.I visit nearest service centre.But they said It is inbuild problem.Now I am helpless.What can I do.
M12,3.0,"The mobile is best for business users and office users 6000 mah battery. But gamers like bgmi no gyroscope and smooth to hd only and frame rate smooth high, hd low."
Not a good choice for gaming but if you want it for average use then works fine.,4.0,Pro's:1.Battery is awesome2.Brand value3.Good looking4.Finger print sensor is working perfectlyCons:1.Display quality is average
Good,4.0,I found this mobile today.. Its fingerprint senser is awesome.... I thought that it will be delivered in 7-8 days but it came in only 2-3 days too good by its price
The worst mobile till date.,1.0,It has network issues.Please do not buy this worst mobile ever.Camera quality is also worst. And this mobile is little heavy.I regret to buy this.
Worst Phone,1.0,Worst Phone
Super,5.0,Super
Nice,5.0,good
A product well worth my money!,5.0,I would highly recommend this mobile to anyone who would like to buy within a Rs 8000-13000 range. Gives more value to every Rupee Spent!
Good,5.0,Good
Superbbb Phone,5.0,Very Nice And Very Beautiful PhoneValue For MoneyBattery Performance Camera Display All Is Very Good
Good phone,5.0,Camera is ok ok and battery drain fast
This is not for  games,2.0,"Need to  press thrice every time for fingerprint, battery is OK camera is good"
very good phone,5.0,liked 6gb with 128 gb & 48 mp cam combination of all three in such competative price
Wow.What to say. Masterpiece. Thing of beauty.,5.0,Good build quality. Great display.Smooth UI.Very clear camera. MRP 14500.Worth much more than that. Solid phone.Must buy.
Battery life,4.0,This phone have amazing battery life and for moderate use 1.5 day battery works. and camera is satisfactory but not have many features in camera.
great value for money,5.0,good features at the price point
Great Budget phone,4.0,Good phone at an affordable price level.ProRefresh rateRAM and storageConsScreen resolutionNo earphones supplied
Awesome phone in this price range..value for money..,4.0,Camera quality-Good.Fingerprint sensor- Awesome.Over all performance-Good.Display-little disappointed but in this price range its good..
Camera Quality  Front and back very poor,3.0,Camera Quality  both side is very poor
All  feacher of this phone very good,5.0,"This phone is valuable for this price.battery camera,screen all is nice."
Excellent,5.0,Awesome product and thanks to Amazon for timely delivery and cost effective product.
Worth a buy within a budget,4.0,"The phone is good for the price, the camera quality and battery backup is good , only con I get is the absence of dual channel wifi and it lags sometimes ."
Qualified product,4.0,Really  it is a nice productGalaxy m12 supports  solid security featureFingerprint sensor side mountedBattery reloaded 6000mah with an android 11
Nice phone,4.0,After 15 days... Nice mobile in this price I bought it 11k but now in just 10k so unlikely.. battery life is good performance is better I bought this for my father
Outdated phone,1.0,Outdated phone.
Good,5.0,Like
M12,5.0,Great buy
Good  budget phone,5.0,The phone  was really  good in all  the aspects.
Bad performance,2.0,Fingerprint is bad one time it works and time it doesn't. Battery life if u are hearing music half day only. Camera  quality very waste.
Hopeless,1.0,Hopeless display and processorNot even supporting wifi 5GOld phone with new name
...,4.0,phone is heavy.front camera quality is bellow average.display brightness is low.back camera is good.battery backup is awesome.overall in this price phone is ok ok.
Good,5.0,Good
Concern about ear volume,1.0,Ear volume is very less.It is 6 years old phone I’m using other brand ear volume is good even it is more than 6 years old
Good quality,5.0,"Good battery life,  standard camera quality, good looking front, well power efficiency exnos850 6+128gb I think value for money"
Good one,5.0,Good one with in budget got under 10k
Good,4.0,Ok
1st Worst Samsung Phone Ever,1.0,Worest Camera0.00000001% Better CameraIt's look like China phone 🙏🙏🙏
"Good phone, can do better",5.0,"Touch response and audio quality is good, camera quality is also good, fingerprint sensor response is little bit low overall phone is good for its budget"
The Samsung Galaxy M12 is the Best Samsung Galaxy ever .,5.0,"I like the fingerprint reader , battery life , camera quality , 90Hz Refresh Rate , Samsung Exynos 850 Processor , etc. of Samsung Galaxy M12 very much ."
All over good,4.0,Battery  is most of  powerful. But camera is not so good
Nice,4.0,Good
Nice one,5.0,Good mobile in this price range
Ok,4.0,Ok
Satisfied with the product,5.0,Excellent phone with all features that you can expect in the given price. Worth the money spent.
Poor quality,2.0,Phone full of bugs....my 2 years old 48 mp camera quality is much better than this one....issues in functionality like not allowing apps for different permissions
No camera improvement,1.0,"Camera is not good, won't charge fast enough"
Good,5.0,Good
Good product. Worth buying,4.0,Value for money. Made in India product. Quality of Samsung brand. Can avoid other Chinese alternatives.
really worthy,5.0,hugest phone we can get in this range even 15k rangeperfect choice according to price
Beautiful Product,4.0,Worth Buying..
Worst Mobile hanging,1.0,"The media could not be loaded.
                




   Mobile is hanging in 2-3 times in a day.I had make video also for the same.I have connect with Distributor but return policy is expired."
Battery,5.0,I like this mobile so much. This is very nice. Overall mobile features all good. Battery life is very good. But it is too much weight. Overall good except camera.
Network problem rehta he sim card naya dalne k bad bhi,1.0,Network problem rehta he new sim card dalne par bhi
location tracking facility,5.0,i like samsung mobile phone. looking nive and working capacity is best other than mobile.
Samsung keeps their products best in class,5.0,Comparing to its price it is a great value for money product
Quality,5.0,Worth spendingQuality goodSatisfying my requirements.
Good,5.0,Good
Not picking the phone but currier boy.,1.0,I have purchased this phone. No accessories in the Box now I am returning the phone and I had complained to Amazon now currier boy required accessories.
Mobile phone is great,5.0,I like product  &  Amazon  but I can't pay online payments  because I don't know about this  Can you help me  for purchasing your product on COD..
Perfect phone at this price.,5.0,Perfect phone at this price. One can easily think of gifting this smartphone to their parents. Made exactly as per their requirements. Good job Samsung!
budget phone.,4.0,"Budget phone, but crearing problem to open apps. While opening the apps, app page automatically closing and to use that app we've to Reinstall."
A+++ fast delivery,5.0,Mobile is very good i am so happy
Good budget phone,5.0,Good budget phone for mid-range use.
Dump products,1.0,"Hanging problem camera quality okok,Finger print not working"
Ok,5.0,Ok
Worest map,1.0,"Dont buy if your a google map lover,No magnato sensor is available in this phone"
Must buy product,5.0,"Like it's camera, battery life and finger print scanner"
Waste of money,1.0,I am expeected camera quality and clarity but camera quality is worst one ....if compare with others at same cost....u satisfied....waste of money.... that's it.
Brand new phone and touch not working properly,1.0,Bought a new phone yesterday nd touch is not working properly and not even available to return since amazon slot showin unavailable... Please contact soon amazon
"touch goes unresponsive, bad camera",1.0,"bad product, touch goes unresponsive, display, and camera is worse. not worth the price, substandard product at high price. 5k smart phones are better than this."
Not worth for money,1.0,"Not worth buying, at this cost we will get good phones in other brands.. It's worst in performance.......Samsung is not a good option for budget mobiles..."
