title,rating,body
Good but buds slipping outside,3.0,"Good but buds slipping outside , except buds everything is fine . After some days xhargjng indicator will be damaged. Recommended to buy at this price ."
Satisfies one's need at an affordable price..!!,4.0,It's damn good.....i must agree that this is one of the best Bluetooth headsets in the market today..!Decent BassDecent Sound qualityDecent looksAnd Decent Battery lifeBut little bit expensive for such Decent PerformanceBut if u manage to get it for ₹999 in any sale thenSimple replace all Decent with Awesome in above lines......😅😅
Highly not recommended,1.0,Worst quality have been using for 9 months and it is the 4th times one of the side stopped working and very costly . Not recommended .very costly as compared to the quality
After a week of use,5.0,"Good product, awesome battery,best bass, colour of headphones are slightly dark than what is showing in pictures.Box is slightly old and has some scratches but the inner product is cool. Go for it."
Superb experience 🙌💴,5.0,Sound quality is superb i never found such sound quality before in any ear phones. It properly cancels out the noise as I cannot hear Any sound disturbance and due to this feature i enjoy my dance sessions with listening music with these boat rockerz 🙌👌🏻✨ And with no doubt Bass quality is superb. 👌🏻
Best in range.,5.0,Pros:-1. Easy to carry on neck feel really comfortable.2. Connectivity is simple.3. Bass and sound clarity is awesome.4. Backup was also overwhelming.5. Bluilt quality is also good.Cons:-1. Connectivity range is little low.
A worthwhile purchase,4.0,The sound quality is good not too tinny. However it is not very good for running as it slaps against the neck. The magnetic earpods are nice so they don't fly around.
Just ok.,2.0,"Once paired it difficult to pair to other devices.And during call the other end gets a lot of noise.It's an ok earphone.It's useful for rough use while travelling in trains ,which are so spacious, in India.I switched to a wired earphone for work use. Sony mdt xb 55. It had defect when delivered. And it was later replaced."
Bad... One side is not working,1.0,I am writing this after 7 month approximately ( bought on may 7 2019 and writing reviews on 1st December 2019).... And Sad to tell that  one side is not working... This is really bad... Though the headset are good  ... These are only for 6 months... Only buy this product if you are ok for 6 months... Not recommended for long term purpose... Please do not buy if you use it extremely...
Warranty,1.0,One ear set not working and product within warranty pls arrange to replace
Awful experience,1.0,Initially it's very good bt stop working very early in 3 months only. And also I am. Not able to register my product to boat when I bought it
highly recommended for music,5.0,excellent bass sound and notice cancellationboat products are bestthe bluetooth range is 10mchrge too fast in less than 30. min and give 10 hr backupshould go for it
Not great,4.0,"Battery life is fine. Sound quality isn't great. Better go for expensive ones or pro-plus.Also this comes with a micro usb (B type), better go for a product that comes with a C type charger, so that you don't need to carry an extra cable with you."
"Best one to use, too handy and nice quality!",5.0,"I purchased boAt Rockerz 255 and boAt Rockerz 261 Sports Wireless Earphones in offer.I found this 255 more useful and handy in comparison.Sound quality wise, 261 is better but still its not way too much better than 255.I really hesitate use 261 as it's heavier and larger rubber part and the rest.Overall, I would suggest you to buy boAt 255 if you need talk often on phone calls or even want to listen to music."
Decent headphones at 899,4.0,"Sound not good i have been using cx180 and bassheads 225 recently u cant compare them with this,still noise cancellation is cool,(do not wear while travelling).Battery gives 10+ hrs continue usage,For me the earbuds hurt a bit after using of long hours.Overall still a good deal."
Above average headset (poor battery),3.0,"In terms of sound quality, it is neither great nor bad. But what is really disappointing is how quickly the battery discharges. I use it primarily for office calls and it barely lasts for 3 to 4 hours."
Quality not worth it,2.0,Quality is not upto the mark. Instead you can just go with JBL wireless. It is just 300 rupees more than boat or you can opt for JBL wired which is just 800 bucks and way more worth than boat. Too much noise in the background. It even got replaced once but no use. Now they have only replace option and no refunds. Waste product. Don't even like it. It's just fallen in my drawer everyday and I don't feel like using it at all.  DO NOT EVER BUY BOAT IF YOU ARE LOOKING FOR QUALITY.
Best bluetooth earphones 🎧,5.0,Boat rockerz 255 pro is incredibly amazing and I think everyone should go for this...sound quality and bass is soo good and it gets charged only in 20 minutes and perfect for daily use.... it's actually better than headphones and mic is the best overall the product is amazing
Must buy wireless headset,4.0,sound and bass quality is good and received as shown in picture.It was great deal at this price.
Color mismatch.,2.0,"The colour shown in the image while purchasing is totally different from the one we have received, I have a doubt now if the product is original or fake.You can clearly see the difference within the photos which is displayed while purchasing and the one which is received."
Received fake used boat product with ear wax in it 🤢🤮🤮,1.0,"I ordered boat 255 pro in 1099 rs in offer but, I Received fake third class used boat product in that earphone speaker has some ear dirty wax🤮🤮🤢 omg worest experienced from amaozn no accessories in that box only that fake product 0 rating to the gross product 🤢🤮🤮🤮🤮🤮🤮"
Over all nice,4.0,"Nice product. Sound quality good, battery back up good, key functional easy, connectivity with mobile process also easy. All functionality are user friendly.But I think, only two things need to little bit improve, which are sound quality and battery backup.On 1st day after full charged, battery backup given approx10hrs."
Best budget wireless earphones,4.0,Bought Boats Rockerz 255 recently and its upto mark. Works flawlessly with my OnePlus 3T. Sound quality is surprisingly good with good amount of bass and treble. Also battery backup is good.Highly recommended!
Malfunction within no time,2.0,"Though the sound quality of earphones is really good initially. One of the buds stopped functioning after 12 days depriving me of even a replacement. Though my key strokes could be heard, music couldnt be played in one of the earplugs. They are very handy and comfortable in design too. But a reapir within no time is disappointing."
Nice product 👍,4.0,1) Overall quality of product is good2) Sound quality is excellent3) Playback time is not enough satisfactory as given by comapany product features4) Connectivity is good5) It takes 1 hr to fully charged so its good6) Worth to buy in such moderate price
Pain In The Ears,2.0,Does what its made for but causes pain in the ears if used for little longer than even half an hour. I tried changing the plugs on ears but that does not solve the issue since the inner part of earpiece is super hard
Very poor Quality,1.0,It is a like a product been purchased from palika bazar. Works inside the bazar and stops once we are out from there.The device was working properly till yesterday. Yesterday ie 12.10.2019 was the last date to return the device in case of any issues.Device has properly maintained its class till the return date and lost its breadth once return dates ended.. Great job 👍
Very good product.,5.0,Excellent sound and bass quality. Noise cancellation is good at higher volume. Happy with the product. Definitely recommended if you are into jogging/cycling.
It's for u but not for me 😂,4.0,I like this product but one thing is irritating is there ear plugs bcoz they give extra design which is not too big to plug in ear others wise this is good if u r comfortable u can buy it but i m not so i return.
Good Product Good Service Good Battery Life,4.0,Product is Too GoodAnd Service Center Of Product Cell Care Center In Pimpri Pune Maharashtra is also goodI got Hassel free replacement of product while I was face problem related mic in my product
Average product,4.0,"Average sound quality, You can't hear details because they have more bass so you miss the details, battery backup is very less approx 6 hours at 60% volume which is not good at this price."
Headset issue,3.0,Within six months one side of headset didn't work. Never expected this.
Just worth its price.,4.0,"Creates problem if you are talk & put your phone in pant pockets. Other than that, sound quality is great for it's cost. Battery life is decent, but withers down though with time."
Unable to plug into YouTube videos.,1.0,"Sry, dnt buy this item guys. This product is incompatible with youtube videos. That means basically this is useless."
A ok product.. suggested for daily use,3.0,Well it’s good product for this price.Sound clarity is good.. but not that great when compared to few others.Battery back up : I was able to use it continuesly for 5 to 6 hrs.You have products with even more battery back up..but for the price.. it’s worth for daily use.
"Boat ear phone ko replce kr dijiye , guarantee period me h",4.0,"22 oct 2020 ko maine boat earphones mangwaya 5 month to shi se chala lekin april 2021 me ek ear phone me awaj aa rhi h dusre me nhi aa rhi ,avi warranty period me v h plz amazone ise replace kar dijiye ."
Must buy,5.0,I have bought 3 for my family...still working fine after using for more than 6 months to 1 yr....must buy product....but do warranty thing online on their website which I forgot...
Waste product 👎from seller (Appario Retail Private Ltd),1.0,"Waste product, Its always says battery low.. website says 6 hours playback time but hardly it plays one hour.. , i haven't seen full 2 hours movie even charging after charging 100% ... I don't recommend to buy this product particularly from seller(Appario Retail Private Ltd)"
Design needs to be improved,1.0,"Not comfortable on ear, ear feels pain, not a good design, they should learn from Mi Basic design which is very comfortable in ear"
Good Product That Could Be Better,5.0,Nose cancellation is not really upto the mark. Bluetooth connectivity is pretty ok. The sound however is simply fab!  You'll surely love it if you're a bass lover!Overall it's a good product though.
The Bass is incredible.,4.0,"The product was amazing, The Bass and Sound were Stunning. But recently I was facing a issue a couple of times, After we're done with connecting the Bluetooth, It automatically disconnects. and we should restart again to reconnect to the device.  Other than this so far, The product is Amazing."
At this price point these are the best earphones.,4.0,"It's been over 1 year using these earphones, still its sound quality is good. Noise cancellation work nice too.Things you have to consider; very high bass, decent quality as per the price, excellent After sell service. (I had an issue with battery; they solved it quickly with ease)Things you don't forget to consider; No Treble; low battery backup."
It's nothing spectacular,4.0,The earphones are average but that is to be expected from it's price. The earpiece could have been better and the battery is pretty solid. The sound quality sometimes is just horrible (like stereo). The bass is appreciably good as well.7/10
All good.. But not the battery backup,5.0,"Changing my feedback post usage of 10 months in which 3 months ar lockdown...precisely its rarely used , mow the bluetooth is not able to connect with any device.Now what to do ??"
Bass is good but can be improved in connection,3.0,I am reviewing this after 7 days of using thisI think this is little bit laterVoice came 7-8 sec later the vedio on mx player and YouTube as well
Worst sound quality,1.0,Boat 255 varient was good however this 255 pro plus is degraded in terms of treble and bass quality. Not recommended. Oppo enco series is a way better option.
Very useful and quality based good and worthable price.,5.0,"I always love boat earphones.. Especially this model is most of my family members using. That's why I always preferred to buy this one. And, Thanks for this price drop It was very comforting for buy easily. Thanks u for quick delivery also..Loely..."
Nice product but gets damaged,4.0,"For the first 6-7 months it performed wonderfully. But one side stopped working just before completing one year, so luckily I could replace the item via warranty card. But one side of the new one also has stopped working one month ago. Gotta buy another earphone."
Good product ..guys just go for it,5.0,I like it ...without second thought u can purchase ..hurray to indian maker who made it .✔️⛏️🇱🇺
Best but could be more better,3.0,"Liked the product but sound could be more better. Design is good as compared to other device. The only prblem I found with this product is the rubber ear fittings, chances are more that u can lost it as it automatically gets loosen. Company should give extra pair of fitting same as ear buds."
The worst body quality and after service!!!!,2.0,The quality of sound was good but the quality of the built was poor . The charging port has-been moved away and it was found rusted ..I bought it on July and it's still under warranty.But the Boat costumer care people din't even picking the phone .I complained in their web site.But no acknowledgement from their side...What should I do??
Unable to claim the warranty. Worst customer service and product too,1.0,My Head phone of left side is not working. I am able to listen from right head set. There is no proper contact number of Boat to get the replacement. This product has one year warranty.@ Amazon. You should never sell the product when there is no response from the vendor for the replacement. I have emailed but no response. I will go to consumer complaint soon and I file a case
Worst customer service of boat.,2.0,"Quality is good, but if you will face any issue in earphones then no one will respond from Amazon or Boat, your 100 mails will go in vein. I have written many times to the boat customer service but they never replied to any mail and their contact no. Never works."
Nice product,5.0,Before buy this I was really concerned because on youtube people said that the material isn't good and wires r thin but now after using it for a while I can say it's really good no problem with the material and headphones won't look good if wires were anymore thicker great sound quality as always and decent connectivity 🔋 life is about 5 to 6 hours
Donot buy,1.0,I ordered them on 18th may. Its been just a month and one side stopped working itself. Such bad quality earphone. I font have to box also now to send it back. Useless.
USELESS EARPHONES,1.0,"AMAZON IS USELESS, KNOW I PURCHASE FROM FLIPKART, THEY ARE MORE BETTER IN THIS REGARD,  THIS PRODUCT IS NOT WORKING I NEED A REPLACEMENT, I PURCHASED THIS ITEM AND IT WORKED FOR ONLY TWO DAYS, I SENT FOR WARRANTY AND THEY REPLACED ME WITH OTHER USED EARPHONE , BUT AGAIN THE EARPHONE IS NOT CHARGING ,REALLY USELESS PRODUCT, A"
Value for money 💰,5.0,Just wow but since sound quality is ok ok type . I think realmi budds have the better sound system but wait!🤔just wait for a second I forget to tell you something . Oh I got it 🤣 it's bass quality ... Wow just fab dude . I must have to say that others head set can't give you this type of bass quality. So u have to try it 🎧
Unboxing,4.0,"The media could not be loaded.
                




   The battary backup time is ossm . And I'll like the design and build quality , but the teal green colour is not that exact as shown  by the seller, it is more on green side .sound is good and punchy , bass is the best in class ,noise cancellation is okkk."
Best battery backup😍,5.0,"I'm using this earphones from last 5 days, I have not charged them till now......Ofcourse I'm not using them continuously.....but I'm using it regularly while jogging & exercise......still it's going so well.........And sound quality is also good as well........I'm very happy with this product.......must buy.....🥳🤩"
Not Durable. Lasts only till warantty period,2.0,"Not a durable product. Even after very less usage the product lasted only for 1 year. Initially one side stopped working and after a few days the other one too went dead. After spending extra bucks for a comparitively premium product , it should have definitely lasted longer. Since it is not repairable, the product and the money goes in the bin."
Sturdy and durable.,4.0,"Pretty sturdy for the price. But the funny part is almost 12 people at my work place have the same product and hence we all can't leave it anywhere even for a second  .. Because it will be lost or exchanged 😁 which also tells us about the economy and quality, that the product provides.The power button is a bit slow. Rest all seems pretty fine. It's the best thing at this price. It's very handy and durable at the same time."
Boat Rocks!,5.0,"An absolute winner given the price bracket.I'm also in love with Boat as a company. I ran into a problem with audio in one of the ears during the warranty period and raised a compain on their website. The product was picked, repaired and sent back to me all within 15 days.  And no questions were asked."
Boat company,5.0,This is a super boat headphones everyone can use this. I really appreciate boat Brand and also Amazon ro this super headphones. It is wireless also . Everyone Can buy  this . The colour is alsoAwesome. Once again I am thanking boat headphones . We can connect with rockerz 255 pro.
Boat Rockerzz,5.0,Photo dikhana jaroori nahi he kyun ki product best he mene socha nahi tha itna achha aur usaki quality to fadu he yaarMene full charge kiya aur roj 4 hours use karta tha mujhe total 65hours tak backup milaSach me best headphones he to jyada socho mat aap product buy karlo ok
Stops working when kept at certain angles.,1.0,"Worst product that i have ever come across, suddenly stops playing while driving bike or during workout at gym when the position changes, its the worst feeling ever.Quality wise the product is ok, but because of the problem it gets annoying. it happened from the day 1 , and after less then 2 months it escalated still. i am going for a new one now."
Great Product!,5.0,I have been using Boat earphones for quite sometime now and they are really great. The battery backup is great too. I initially received defective ones but on replacement they were fine. But the service was really quick. Really happy with the product.
40hr bettery life,4.0,Long wires but quality is goodbettry life is amazing so no worries about charge nackband several times
"Sound quality is  not as expected  battery backup is good , good for calling only",4.0,you can use this for calls quite efficient and easy to use no issue with sound and noice cancellation is quite goodquick charging is therecons:if you are a music lover  this product is not for you
Review,4.0,"Best under the budgetNo latency when playing pubg,bgmi.5-6hr playback with normal sound volumeThere is a little bit disturbance when in call"
Bluetooth gets disconnected very often,1.0,Plugged in. The BT gets disconnected and get reconnected again. The quality of connection to any device is poor. This is the first time I am seeing this issue in any BT related device. Unable to replace/return due to outer packaging missing
It's avg overall,2.0,Connectivity is not very smooth also two devices cannot be connected at one'sAs battery life is very good but as it drains one side earphone volumes decrease and feels improper to useCall quality is good noise cancellation works
Charging Slot issue,1.0,"Not a good product, the charging slot of the earphone will damage eventually with time. my earphone's charging slot is intact but the device doesn't charge. it's useless if I cannot charge the Bluetooth earphone. if you can pay a bit more, you should choose c type charging slot instead."
Just ok not so great,4.0,Overall 4*Not reached my expectationsBoss quality not too greatBuld quality also not so good I orderd total 3 all are different colourJust k k product @ this price rangeI got it for rs 1170/-If u are redy to pay more than this price go for realme or oneplus z
Comfy and penny's worth,4.0,"Likes: quality,comfortable,money worth,doesn't come off while working out Dislikes: slips off the ear when sweating (like doing cardio),charge lasts for 4-5 hours on continuous useOverall good buy,using it for 8 months tho"
Not good in sound,2.0,It's not connected properly means Mobile bluetooth is connected with earphone but sound is not received in earphone and still sound is on speaker this problem takes place many times
Read full review,3.0,"I am writing this review after using it for 2 months,  Sound quality is good, not comfortable in ears, headphones are very lightweight that you couldn't wear this while driving at 60kmph, batry last for one day when fully charged, couldn't change the songs from control keys"
not a must buy,3.0,"not as expected. plastic is very cheap and buttons are ugly. sound quality is also not that great, even battery life is also very limited"
Waste of money,1.0,It's waste of money. You can't use this for running or driving. Signal often gets disrupted. Worst bluetooth headset on this price range. Go for any other brands.
Stopping working in less than a month,1.0,"Bought them on 10th august 2021. And i am writing review on 6th sept, 2021. In less than a month the earphones have stopped working. Now they are not even getting charged... They are just dead. Pathetic quality. Complete wastage of money. Want refund or replacement whatever is possible."
Pathetic customer service by boat and Amazon for this product,1.0,"Changing the rating to 1 star, it ran ok until it died. Company seems to be shur, not respnding on emails for warranty claim as battery died before 1 year. Amazon seems to be of no help in this and keep on screwing the customer with nothing but ' thankyou for ur patience and understanding' line in the script. Amazon seems to be passing time and not helping at all.. dont buy these or you will be screwed too .."
Worst product,1.0,"Worst product, Don't buy it any one, i have faced so many problems from this product,I never see this type of worst product, No sound quality, No Noice cancellation,Waste of money"
Worth ur money,4.0,Sound quality is great. So is noise cancellation. Its comfortable. The fit in the ears is good too. Doesn't come off while running or speed walking. Would recommend.
worst experience of warranty with this product.,1.0,"I sent the product to Boat Service center Mumbai for a warranty replacement, they took completely 2 months for sending the replacement unit from 30 august 2019 to 31 october , when i opened the replacement unit package , WTF it was a used unit dirty , fully destroyed unit , unable to pair with my phone . Only takes charge .... BOAt cheated me in a drastic way , and my 1499 rupees are gone to hell........"
Go for it,5.0,Its a good product. You can go for it .battery life is good and noise cancellation is to the point . i had problem with the packaging though.
Worth it,5.0,Worth it.The earphones are comfortable to use.Noise cancelling effect is good.Sound quality is excellent.Battery will last the entire day.Using it for more than a year now.No issues.
Check the reviews before you buy any product,1.0,First of all the product quality was very low and secondly the colour which I have ordered was not the colour and they gave me blue colour..Can't write the review that time because I was out of the city but one of the worst products.. Never expected that reputed and a brand like Amazon will have this kind of service..
Awesome Battery backup and decent sound quality...,5.0,"The best part of battery backup...I am using it since I received and after  using 2 days for about 8-10 hrs, it's battery is 80% now....Sound quality is decent."
"Thank you for this Extraordinary product, wonderful experience by using boat rockerz",5.0,"As always all products of BOAT is amazing, in this boat rockerz all functions working in best condition, super sound quality with bass, also 100% charging complete within 1.5 hours and more then 6 hours of running time, so I'm strongly recommend this product.Also quickly delivered this product."
Extremely good BT earphones!! Loud and Super BASS.,5.0,The sound quality is good. I mean it can’t be compared with Senheiser or Bose but its worth the price.Perfect to use while running; the earbuds are so comfortable that you wouldn’t even feel they are plugged in.
Product is not working,4.0,I have this product on 8th august 2019. It was an excellent product.  But now it is not working. There is one year warranty on the product. But as I am trying to contact the amazon it is saying that due to covid only essential services are available. I want to return the product as it is still in warranty period.
As always MIC is the Issue,3.0,"Product is overall good, with only one issue that I have observed in the boat product, that mic is not that strong. You have to keep juggling your mic, so that other person can hear you. The mic captures more noise from outside and I guess it doesn't do noise cancellation properly at all. I do not have a choice to return it after 2 months of use."
Never buy this product. I did the replacement and still worst like hell.,2.0,"Worst and Defect product...i received on dec 8, 2021... And i did my replacement that day itself because the left side is not working at all...And again the replaced product also flop ...i got complain from my friend whenever i used this and now the replacement period is over."
Worst battery,1.0,Over all the product is nice but battery backup is horrible it hardly last for 3 hours while playing game... I bought this to play pubg but unfortunately i am not able to enjoy it... I wish to return it.Dont buy ds as after 6 months of ussage the sound quality and volume lowers. Sound cancellation dsnt work at all
good but disconnects in between,4.0,"it is good headset but in between disconnects from phone eventhough it is nearby and then connects after a while, it is quite annoying when it repeatedly happens without a reason"
Good Headphones worth buying.,4.0,I have used it for 1 day and no complaints till now. Build quality is good. Very light weight. Sound quality is good. It has super extra bass so those who don't like extra bass have to think on it before buying. Battery life is also good 5hour 35 minutes. Saw 2 movies in a day along with attending calls. Charging time is approx 2 hours. One of the good features I like that when you connect to android phone it shows headphone's battery icon next to bluetooth icon. That battery icon show how much charge is left.
Not Bad,4.0,It was good product if we want to connect another device we need to unpair the blutooth and we could connect it was not a good as rockerz 255 pro
Connection is very easy amd sound is good.,4.0,Sound quality is good and you connect two devices at one time one is for media and one is for calling options.. Wish you wellth...
"Disappointed,never expectd from boat.",2.0,"Overall worst product from boat,poor connectivity,it get interrupted 5-6times in a 7min songs and keep repeating that same irritating voice-you are now connected to boat rokerz 255,Battery backup is goodBass is so soI suggest, choose any other product instead of wasting in it."
Battery life is too good.,3.0,Bass and sound quality is medium.Colour is good.Battery life is high.Built quality is painful and lower.Not good for gym and racing.You cannot use it continuously 3 to 4 hour.Noise cancellation feature is like ghost which exist or not no one can say.
boAt Rockerz 255 Pro in-Ear Bluetooth,5.0,boAt Rockerz 255 Pro in-Ear Bluetooth real colour... Good sound.. easy to use and talk...bloved it.
Kudos for the product ....go for it..... :),4.0,After using it for 2 weeks i felt like it's time to write a review about the product....Pros:sound quality is decentBattery life is around 5 to 5:30 hoursBass and noise cancellation are cool...so you can enjoy your music in all modes of traveling as well...Cons:So far I have found only one that is wire length is a bit more.If they can provide adjustable wire length that should be fine.
Satisfied,4.0,Using since last one month. The battery backup is very good. The sound quality is also very good.
Not happy with product i recieved,3.0,This review i am writing after using for 3months.1.If i am away about 4feets also bluetooth is not clear.2.It's good sound3.charnging if it reach 80% it's Directly get down to zero.I am not happy with this
Okay. Not for outside talks,3.0,"At home, you will receive the best sound. Real issue starts when its taken outside, other persons voice cracks in between as if the Bluetooth signal from my mobile in front pocket breaks. I do not increase volume level above 80 as its banging my head"
Great product..true value for money,4.0,"Sound quality is really good and initially, battery backup counts for 5-6 hrs.. fits well in ear but noice cancellation is just ok ok type..overall it's a must buy purchase at BBD price of 899/-"
Wast of money,1.0,Pros:1.Warranty services are worst.2. Mic problem is very often. While calling other person will b unable to here you. Rubbish BTEF for calling.3. Bluetooth range is just one meter. I measured it.4. Low charge every time.Pros: good bass.
It's not have Aptx support,2.0,It's not have Aptx support
I like this product due to bettry backup is best.,5.0,"The media could not be loaded.
                




   Bettry backup is almost 30-35 hour or 3daySound quality also best with noise cancellationBut Build quality is mit bedSo it's best product."
Cheap sound quality,1.0,"Firstly, none of the buds fitted me, second, the audio quality is sooo soo bad, there is no bass at all, genuinely the worth felt for not more than Rs. 100. Don't know if it was a copy or original, but thanks to amazon customer service, i was able to return it instead of being replaced"
Worth review,5.0,Standard issue with any kind of bluetooth device hanging around neck.It must be resolved around all such bluetooth headset.Apart from that sound quality is 6 on 5 it's perfectly best.Connectivity is good.Only issue is strap it has lost it shape due to regular usage
NOT recommended,1.0,"Used for 4 month's.. just calling purpose..When it connect, it says ""you are now connected to rockers 255 pro"" and it keep disconnecting n reconnecting.. everytime it says this sentence :(Also if u keep it very near then audio shakes .. I am using my old with wire ear phones that's better 😅"
No AptX but still great.,4.0,I use OnePlus 7 pro . Earphones doesn't support AptX but even without AptX they are quite good. Alot of bass and not  very sharp lyrics. I've used it only till 60-65% volume and thats enough i feel. Overall its a nice product but false branding of AptX support.
Cheap quality..,1.0,It's not even 9 months the charging came out and I have warranty but when i tried to call no Answer..Amazon should responsible for this... Bcos we Trust Amazon and buy products... but if we get this kind of quality less products.... Amazon brand value will be vanished... I need replacement of
Nosie cancellation is not gud as well as bass,2.0,"Noise cancellation is worst,and bass not up to mark i ordered it and while going on bike the receiver doesn't hear clear words when iam on call.Then i returned it immediately and bought boat 255f"
Best Product. boAT Naam Hi Kafi Hai 👍,5.0,This Product Gives What It commits... i.e. 40 Hrs. Battery Backup... 👍 Else Everything Is Best As boAT always...
Poor battery backup..,1.0,After 1 month use left yearbud eternel damege sound stoped only right side is workikg totly money west don't buy guys900rs me bekar hai 4 hour me battrty descharge ho jati h sabse jyada bura lagta h jab battery low hone pe by defult continue bolta rahega upss battery low...
Neckband length is a problem,2.0,Voice while talking over phone gets clipped and sometimes I need to reconnect to get the sound. It's only around a month and I have started getting a smell of a bad buy. The neckband is so large that the earbuds come out due to the heaviness of the band. I don't know if the designers had a big heart planning for the length.
"POOR, UNRELIABLE PRODUCT",4.0,"Very Un comfortable in using witha long loop. Worst part is it's very unreliable, Closes on its on than doesn't start. Poor product do not buy at all"
Budget bluetooth earphones for great experience.,4.0,"Excellent quality and unique performance long battery life with less weight and durable elasticity, creates comfort to wear and as coming to sound great but not excellent as bass is heaveir then sound also to be same compared to it."
Big Scam And chinese  product,1.0,i had purchased 4 wireless earphone and 1 wired earphone all comes with 1 year warranty and in 1 year all 5 has stopped working. All though the company changes the damage product but don't understand how all products can damage.Such a cheap quality product.
One side only can hear after 6 days,1.0,"After 6 days it's only one side is hearing other side is not working , I bought from Bangalore for my friend and sent to his place Tamilnadu. Now return policy is 10 days tomorrow is last date don't know what to do. Totally disappointed"
"Basic quality, moderate playback time, it will breakdown easily, poor warranty service",1.0,"Okayish sound quality. Mic transfers noise during voice call. Trust me 5 hours playback is too low. Mic started malfunctioning after 4 months but then it started working fine. Again, there was no sound from the left earpiece. So I claimed my warranty and it is around 1 month since I handed over the earphone."
aver all you should buy this at this rate,5.0,"very nice product I am reviewing this product after using it for 2 or 3 months , sound quality is good battery life is of stander level including fast charging, built quality is also good , very light weight , flexible too. Bluetooth connectivity is not that much good as I was expecting for (some times I found issue to connect it from other rooms) OVER ALL BEST PRODUCT AT THIS PRICE SEGMENT."
Value for money,4.0,"quality is good, connection issue sometimes, switching between 2 devices is not good as advertised, the part that rests on your neck is very flimsy and loose, other than that it's a nice product!"
Waste product Don't buy this product,1.0,"Waste product don't buy this product and don't waste your time and money for buying this product, with in 1 month repaired. Giving 1 rating also waste"
Nahhh,1.0,Sound quality is not that good as compare to wireShort range some time base did not come at all some connections problems
Sub-standard product,2.0,Worked well for 4 months and then it just stopped working abruptly. Didn't switch on or even get charged. Waste of money.
Not long lasting,1.0,Purchased it on 26 oct 2019 as a gift to my husband But the product failed to satisfy our needs as it stopped working within three months of use Warranty should be specified so that we can get solutions
I am not satisfied with this product,1.0,"The media could not be loaded.
                




   I have purchased this items before a week and I got a problem.  I am not getting any sound from this device. The items is on warranty.  Please inform how i can replace or rectify this item"
Oveall listening is like to feel Nirvana.,5.0,Every sound is balanced according to the price. Bass and trebles is natural that enhances the music quality. It can generate every single tune that is very important while listening. Value for money products under 1200. Go for this product without any hesitation.
After using this for 8 months I'm writing this review.,3.0,"This will become junk after using it for 3 months - will start giving trouble in connectivity, visibility (discovering/pairing issue).Did warranty claim also but no use, repeating the same."
Ok buy for basic use.,3.0,"Ok buy for the price and basic use case - bluetooth connectivity to phone while driving.Not so comfortable to wear and noise cancellation is just marketing for this product, doesn't work."
Great Quality in the given budget,4.0,"IF you are bass and Treble lover, these wireless earphones are for you. I bought this for Rs 1499/-. I m using it with an Iphone and i enjoyed the output.Positive part: Great Design, Good output for given budget, Noise cancellation  is good too.Negative Part: I experienced Bluetooth connection disturbances wile exercising, U need to use equalizer settings if u do not love Bass and treble.Overall it is a good product...."
Awesome,4.0,"Sound quality didn't disappoint at all, battery life is also quite good enough. It's easy to carry and handle it's quite sturdy no worries of it breaking in half or anything. The rubber pointers on the headphones itself do come out when using rigorously but all together a great purchase"
Product not working after 15 day's,3.0,"Dear Vendor,Last 15 day's it's working superb but today it's not working. Blue light continuasly on. Didn't switch off. Also i got one error when i using this product as bluetooth range is too less.I didn't return this product due to return policy expiredKindly suggestThanks and Regards,Charls Disouza9850199941"
Awesome earphone,5.0,Awesome earphone for regular use.1. Sound & bass is Awesome.2. Battery backup also good.3. Light weight.4. Looks good.5. Comfortable.Cons-1. Noise cancellation is not good.2. Build quality is not good.
Worst,1.0,Don't go for this.. good quality.. but charge stood only for one month . After a month charge never stands... After which we can't even return the product as one month cool off period ends .
Not Worth It,2.0,Sound quality is poor. bass feels completely absent. too much noise in music. treble is terrible. Bluetooth glitches during transit. Batttery life is great. overall not good product. you can use it for calling or watching movies but terrible choice for music. Don't buy this if you listen music all the time. Speakers are poor quality will give you headache after 10 15 minutes.
Can be Compared to Bose,5.0,"I sometimes think that, has Boat made it accidentally or what. :D How come such deep bass in this price tag. I have Bose Free Soundsport, I sometimes feel that this one has deeper bass than Bose. But yes ofcourse Bose is Bose, in terms of sound clarity. 20times higher price. But still these two are comparable. Good work Boat."
Overpriced and low quality.,1.0,"It was good at the beginning. But later it started developing cracking sound in the right ear which is very irritating. But by that time, my return window closed. Now i am stuck with this over priced, good-for-nothing earphones."
while playing Games Response sound come very late. This is a only Major Disadvantage.,2.0,While Watching video listings songs it's ossm. Bass sound very good and battery backup super. I charge this headset weekly once.But the Major Disadvantage is respond sounds while playing games. If your are playing game this headset not suitable. Otherwise everything super.
"Quality doesn't justify price! ""OK""",3.0,Previously had a rockerz 255(₹999) and it seems to have better sound quality than my new rockerz 255 (₹1299). What used to be great! Is not even good coz of the price and present quality. A wee bit disappointed
"Not good,dont buy Once replaced then also same problem",1.0,"Not satisfied with product at this price,sond is good, once replaced then Also same problem,, Once conected then again auto connect and disconnect also maximum volume this all notification via voice comes between 20-30 seconds its too irritating."
Before buying must know,5.0,It like a rubber band of the bluetooth and today I buy it and battery is awesome but I useling from long time when I call or when I get call im not able to earing of voice in call then I switch off and on the bluetooth then it able to earing voice in call plz check and buy and other it is awesome
